,EntryID,userId,orderDateTime,ID,exchOrdId,side,segment,instrument,ProductType,status,qty,remainingQuantity,filledQty,limitPrice,stopPrice,type,discloseQty,dqQtyRem,orderValidity,slNo,offlineOrder,message,orderNumStatus,tradedPrice,fyToken,cauveriTime,symbol,sha256checksum,receivedTime,time
1996,2023,XK17409,1664782776.0,122100368552,1100000017747188,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,89.0,11.0,2067,0,OrderType.Limit,0.0,0.0,DAY,6.0,0.0,TRADE_CONFIRMED,122100368552:6,2067,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:39:37.026,2022-10-03 07:39:36
1997,2024,XK17409,1664782777.0,122100368552,1100000017747188,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,85.0,15.0,2067,0,OrderType.Limit,0.0,0.0,DAY,8.0,0.0,TRADE_CONFIRMED,122100368552:6,2067,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:39:37.099,2022-10-03 07:39:37
1998,2025,XK17409,1664782786.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2063,0,OrderType.Limit,0.0,0.0,DAY,17.0,0.0,CONFIRMED,122100356442:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:39:46.873,2022-10-03 07:39:46
1999,2026,XK17409,1664782835.0,122100368552,1100000017747188,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,85.0,15.0,2068,0,OrderType.Limit,0.0,0.0,DAY,9.0,0.0,CONFIRMED,122100368552:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:40:35.566,2022-10-03 07:40:35
2000,2027,XK17409,1664782901.0,122100363682,1100000016430816,-1.0,E,,INTRADAY,OrderStatus.Canceled,300.0,0.0,0.0,0,2057,OrderType.Stop,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100363682:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:41:41.419,2022-10-03 07:41:41
2001,2028,XK17409,1664782914.0,122100368882,1100000017912427,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2080,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100368882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:41:54.654,2022-10-03 07:41:54
2002,2029,XK17409,1664782946.0,122100368882,1100000017912427,-1.0,E,,INTRADAY,OrderStatus.Pending,150.0,150.0,0.0,2080,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100368882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:42:26.422,2022-10-03 07:42:26
2004,2031,XK17409,1664782993.0,122100368552,1100000017747188,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,85.0,15.0,2072,0,OrderType.Limit,0.0,0.0,DAY,12.0,0.0,CONFIRMED,122100368552:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:43:13.949,2022-10-03 07:43:13
2005,2032,XK17409,1664782998.0,122100368552,1100000017747188,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,75.0,25.0,2072,0,OrderType.Limit,0.0,0.0,DAY,14.0,0.0,TRADE_CONFIRMED,122100368552:6,2072,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:43:18.474,2022-10-03 07:43:18
2006,2033,XK17409,1664783003.0,122100368552,1100000017747188,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,70.0,30.0,2072,0,OrderType.Limit,0.0,0.0,DAY,16.0,0.0,TRADE_CONFIRMED,122100368552:6,2072,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:43:23.131,2022-10-03 07:43:23
2007,2034,XK17409,1664783004.0,122100368552,1100000017747188,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,65.0,35.0,2072,0,OrderType.Limit,0.0,0.0,DAY,18.0,0.0,TRADE_CONFIRMED,122100368552:6,2072,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:43:24.417,2022-10-03 07:43:24
2008,2035,XK17409,1664783011.0,122100368552,1100000017747188,1.0,E,,INTRADAY,OrderStatus.Pending,100.0,15.0,85.0,2072,0,OrderType.Limit,0.0,0.0,DAY,20.0,0.0,TRADE_CONFIRMED,122100368552:6,2072,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:43:31.674,2022-10-03 07:43:31
2009,2036,XK17409,1664783013.0,122100368552,1100000017747188,1.0,E,,INTRADAY,OrderStatus.Filled,100.0,0.0,100.0,2072,0,OrderType.Limit,0.0,0.0,DAY,21.0,0.0,TRADE_CONFIRMED,122100368552:2,2072,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:43:33.116,2022-10-03 07:43:33
2010,2037,XK17409,1664783020.0,122100368882,1100000017912427,-1.0,E,,INTRADAY,OrderStatus.Pending,300.0,300.0,0.0,2080,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100368882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:43:40.877,2022-10-03 07:43:40
2011,2038,XK17409,1664783027.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2067,0,OrderType.Limit,0.0,0.0,DAY,18.0,0.0,CONFIRMED,122100356442:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:43:47.097,2022-10-03 07:43:47
2012,2039,XK17409,1664783057.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2063,0,OrderType.Limit,0.0,0.0,DAY,19.0,0.0,CONFIRMED,122100356442:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:44:17.564,2022-10-03 07:44:17
2013,2040,XK17409,1664783131.0,122100368882,1100000017912427,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2081,0,OrderType.Limit,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100368882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:45:31.619,2022-10-03 07:45:31
2014,2041,XK17409,1664783147.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2069,0,OrderType.Limit,0.0,0.0,DAY,20.0,0.0,CONFIRMED,122100356442:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:45:47.353,2022-10-03 07:45:47
2015,2042,XK17409,1664783266.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2071,0,OrderType.Limit,0.0,0.0,DAY,21.0,0.0,CONFIRMED,122100356442:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:47:46.406,2022-10-03 07:47:46
2016,2043,XK17409,1664783312.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,190.0,10.0,2071,0,OrderType.Limit,0.0,0.0,DAY,23.0,0.0,TRADE_CONFIRMED,122100356442:6,2071,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:48:32.771,2022-10-03 07:48:32
2017,2044,XK17409,1664783362.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,190.0,10.0,2071,0,OrderType.Limit,0.0,0.0,DAY,24.0,0.0,CONFIRMED,122100356442:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:49:22.887,2022-10-03 07:49:22
2018,2045,XK17409,1664783371.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,180.0,20.0,2071,0,OrderType.Limit,0.0,0.0,DAY,26.0,0.0,TRADE_CONFIRMED,122100356442:6,2071,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:49:31.385,2022-10-03 07:49:31
2019,2046,XK17409,1664783376.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,130.0,70.0,2071,0,OrderType.Limit,0.0,0.0,DAY,28.0,0.0,TRADE_CONFIRMED,122100356442:6,2071,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:49:36.560,2022-10-03 07:49:36
2020,2047,XK17409,1664783393.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,128.0,72.0,2071,0,OrderType.Limit,0.0,0.0,DAY,30.0,0.0,TRADE_CONFIRMED,122100356442:6,2071,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:49:53.948,2022-10-03 07:49:53
2021,2048,XK17409,1664783398.0,122100368882,1100000017912427,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2091,0,OrderType.Limit,0.0,0.0,DAY,5.0,0.0,CONFIRMED,122100368882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:49:58.257,2022-10-03 07:49:58
2022,2049,XK17409,1664783410.0,122100368882,1100000017912427,-1.0,E,,INTRADAY,OrderStatus.Pending,400.0,400.0,0.0,2091,0,OrderType.Limit,0.0,0.0,DAY,6.0,0.0,CONFIRMED,122100368882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:50:10.969,2022-10-03 07:50:10
2023,2050,XK17409,1664783468.0,122100368882,1100000017912427,-1.0,E,,INTRADAY,OrderStatus.Pending,400.0,400.0,0.0,2096,0,OrderType.Limit,0.0,0.0,DAY,7.0,0.0,CONFIRMED,122100368882:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:51:09.402,2022-10-03 07:51:08
2024,2051,XK17409,1664783565.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Pending,200.0,86.0,114.0,2071,0,OrderType.Limit,0.0,0.0,DAY,32.0,0.0,TRADE_CONFIRMED,122100356442:6,2071,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:52:45.378,2022-10-03 07:52:45
2025,2052,XK17409,1664783568.0,122100356442,1100000014297080,1.0,E,,INTRADAY,OrderStatus.Filled,200.0,0.0,200.0,2071,0,OrderType.Limit,0.0,0.0,DAY,33.0,0.0,TRADE_CONFIRMED,122100356442:2,2071,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:52:48.196,2022-10-03 07:52:48
2027,2054,XK17409,1664783682.0,122100368882,1100000017912427,-1.0,E,,INTRADAY,OrderStatus.Canceled,400.0,0.0,0.0,2096,0,OrderType.Limit,0.0,0.0,DAY,9.0,0.0,CONFIRMED,122100368882:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:54:42.987,2022-10-03 07:54:42
2028,2055,XK17409,1664783738.0,122100371592,1100000018737667,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2081,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100371592:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:55:38.735,2022-10-03 07:55:38
2029,2056,XK17409,1664783784.0,122100371592,1100000018737667,-1.0,E,,INTRADAY,OrderStatus.Canceled,100.0,0.0,0.0,2081,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100371592:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:56:24.954,2022-10-03 07:56:24
2030,2057,XK17409,1664783868.0,122100371902,1100000018871096,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,600.0,0.0,0,2066,OrderType.Stop,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100371902:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 07:57:48.782,2022-10-03 07:57:48
2031,2058,XK17409,1664784009.0,122100371902,1100000018871096,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,600.0,0.0,0,2064,OrderType.Stop,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100371902:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:00:09.641,2022-10-03 08:00:09
2032,2059,XK17409,1664784033.0,122100371902,1100000018871096,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,600.0,0.0,0,2066,OrderType.Stop,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100371902:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:00:33.064,2022-10-03 08:00:33
2033,2060,XK17409,1664784122.0,122100371902,1100000018871096,-1.0,E,,INTRADAY,OrderStatus.Canceled,600.0,0.0,0.0,0,2066,OrderType.Stop,0.0,0.0,DAY,5.0,0.0,CONFIRMED,122100371902:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:02:02.035,2022-10-03 08:02:02
2034,2061,XK17409,1664784987.0,122100375592,1100000019957164,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2080,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100375592:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:16:27.564,2022-10-03 08:16:27
2035,2062,XK17409,1664785000.0,122100375592,1100000019957164,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2081,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100375592:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:16:40.744,2022-10-03 08:16:40
2036,2063,XK17409,1664785041.0,122100375592,1100000019957164,-1.0,E,,INTRADAY,OrderStatus.Canceled,200.0,0.0,0.0,2081,0,OrderType.Limit,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100375592:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:17:21.376,2022-10-03 08:17:21
2037,2064,XK17409,1664785288.0,122100376632,1100000020281032,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2081,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100376632:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:21:28.785,2022-10-03 08:21:28
2038,2065,XK17409,1664785384.0,122100376632,1100000020281032,-1.0,E,,INTRADAY,OrderStatus.Canceled,200.0,0.0,0.0,2081,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100376632:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:23:04.043,2022-10-03 08:23:04
2039,2066,XK17409,1664785594.0,122100377702,1100000020633213,-1.0,E,,INTRADAY,OrderStatus.Pending,100.0,100.0,0.0,2080,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100377702:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:26:34.909,2022-10-03 08:26:34
2040,2067,XK17409,1664785812.0,122100377702,1100000020633213,-1.0,E,,INTRADAY,OrderStatus.Pending,400.0,400.0,0.0,2080,0,OrderType.Limit,0.0,0.0,DAY,2.0,0.0,CONFIRMED,122100377702:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:30:12.232,2022-10-03 08:30:12
2041,2068,XK17409,1664785999.0,122100377702,1100000020633213,-1.0,E,,INTRADAY,OrderStatus.Canceled,400.0,0.0,0.0,2080,0,OrderType.Limit,0.0,0.0,DAY,4.0,0.0,CONFIRMED,122100377702:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:33:19.650,2022-10-03 08:33:19
2042,2069,XK17409,1664786052.0,122100379492,1100000021237214,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2081,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100379492:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:34:15.439,2022-10-03 08:34:12
2043,2070,XK17409,1664786065.0,122100379492,1100000021237214,-1.0,E,,INTRADAY,OrderStatus.Canceled,200.0,0.0,0.0,2081,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100379492:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:34:25.991,2022-10-03 08:34:25
2044,2071,XK17409,1664786107.0,122100379682,1100000021322581,-1.0,E,,INTRADAY,OrderStatus.Pending,200.0,200.0,0.0,2080,0,OrderType.Limit,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100379682:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:35:10.355,2022-10-03 08:35:07
2045,2072,XK17409,1664786129.0,122100379682,1100000021322581,-1.0,E,,INTRADAY,OrderStatus.Canceled,200.0,0.0,0.0,2080,0,OrderType.Limit,0.0,0.0,DAY,3.0,0.0,CONFIRMED,122100379682:1,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:35:29.086,2022-10-03 08:35:29
2046,2073,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,600.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100381422:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:28.939,2022-10-03 08:45:28
2047,2074,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,444.0,156.0,0,0,OrderType.Market,0.0,0.0,DAY,3.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:28.950,2022-10-03 08:45:28
2048,2075,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,424.0,176.0,0,0,OrderType.Market,0.0,0.0,DAY,5.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:28.965,2022-10-03 08:45:28
2049,2076,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,224.0,376.0,0,0,OrderType.Market,0.0,0.0,DAY,7.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:28.976,2022-10-03 08:45:28
2050,2077,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,191.0,409.0,0,0,OrderType.Market,0.0,0.0,DAY,9.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:28.986,2022-10-03 08:45:28
2051,2078,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,189.0,411.0,0,0,OrderType.Market,0.0,0.0,DAY,11.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:28.999,2022-10-03 08:45:28
2052,2079,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,179.0,421.0,0,0,OrderType.Market,0.0,0.0,DAY,13.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.020,2022-10-03 08:45:28
2053,2080,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,154.0,446.0,0,0,OrderType.Market,0.0,0.0,DAY,15.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.032,2022-10-03 08:45:28
2054,2081,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,120.0,480.0,0,0,OrderType.Market,0.0,0.0,DAY,17.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.041,2022-10-03 08:45:28
2055,2082,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,119.0,481.0,0,0,OrderType.Market,0.0,0.0,DAY,19.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.049,2022-10-03 08:45:28
2056,2083,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,116.0,484.0,0,0,OrderType.Market,0.0,0.0,DAY,21.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.058,2022-10-03 08:45:28
2057,2084,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,111.0,489.0,0,0,OrderType.Market,0.0,0.0,DAY,23.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.066,2022-10-03 08:45:28
2058,2085,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,76.0,524.0,0,0,OrderType.Market,0.0,0.0,DAY,25.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.078,2022-10-03 08:45:28
2059,2086,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,71.0,529.0,0,0,OrderType.Market,0.0,0.0,DAY,27.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.091,2022-10-03 08:45:28
2060,2087,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,36.0,564.0,0,0,OrderType.Market,0.0,0.0,DAY,29.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.101,2022-10-03 08:45:28
2061,2088,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Pending,600.0,31.0,569.0,0,0,OrderType.Market,0.0,0.0,DAY,31.0,0.0,TRADE_CONFIRMED,122100381422:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.113,2022-10-03 08:45:28
2062,2089,XK17409,1664786728.0,122100381422,1100000022089532,-1.0,E,,INTRADAY,OrderStatus.Filled,600.0,0.0,600.0,0,0,OrderType.Market,0.0,0.0,DAY,32.0,0.0,TRADE_CONFIRMED,122100381422:2,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:29.122,2022-10-03 08:45:28
2063,2090,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,500.0,0.0,0,0,OrderType.Market,0.0,0.0,DAY,1.0,0.0,CONFIRMED,122100381472:6,0,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.143,2022-10-03 08:45:43
2064,2091,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,497.0,3.0,0,0,OrderType.Market,0.0,0.0,DAY,3.0,0.0,TRADE_CONFIRMED,122100381472:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.152,2022-10-03 08:45:43
2065,2092,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,415.0,85.0,0,0,OrderType.Market,0.0,0.0,DAY,5.0,0.0,TRADE_CONFIRMED,122100381472:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.160,2022-10-03 08:45:43
2066,2093,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,404.0,96.0,0,0,OrderType.Market,0.0,0.0,DAY,7.0,0.0,TRADE_CONFIRMED,122100381472:6,2056,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.172,2022-10-03 08:45:43
2067,2094,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,399.0,101.0,0,0,OrderType.Market,0.0,0.0,DAY,9.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.180,2022-10-03 08:45:43
2068,2095,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,394.0,106.0,0,0,OrderType.Market,0.0,0.0,DAY,11.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.191,2022-10-03 08:45:43
2069,2096,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,369.0,131.0,0,0,OrderType.Market,0.0,0.0,DAY,13.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.199,2022-10-03 08:45:43
2070,2097,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,364.0,136.0,0,0,OrderType.Market,0.0,0.0,DAY,15.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.207,2022-10-03 08:45:43
2071,2098,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,339.0,161.0,0,0,OrderType.Market,0.0,0.0,DAY,17.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.216,2022-10-03 08:45:43
2072,2099,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,334.0,166.0,0,0,OrderType.Market,0.0,0.0,DAY,19.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.225,2022-10-03 08:45:43
2073,2100,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,309.0,191.0,0,0,OrderType.Market,0.0,0.0,DAY,21.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.235,2022-10-03 08:45:43
2074,2101,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,304.0,196.0,0,0,OrderType.Market,0.0,0.0,DAY,23.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.248,2022-10-03 08:45:43
2075,2102,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,279.0,221.0,0,0,OrderType.Market,0.0,0.0,DAY,25.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.258,2022-10-03 08:45:43
2076,2103,XK17409,1664786743.0,122100381472,1100000022113132,-1.0,E,,INTRADAY,OrderStatus.Pending,500.0,274.0,226.0,0,0,OrderType.Market,0.0,0.0,DAY,27.0,0.0,TRADE_CONFIRMED,122100381472:6,2055,101000000019943,,NSE:DEEPAKNTR-EQ,,2022-10-03 08:45:43.272,2022-10-03 08:45:43
